Tweet,polarity,subjectivity,Sentiment
"RT @Dominiquetaegon: This is BIG. 

Polish PM has just come out and said the missiles were most likely to have come from Ukrainian air defe…",0.166666667,0.533333333,Negative
"RT @Tendar: Every Russian family who got the death notice of a spouse, brother, father, son whatever got it only because Putin wanted to di…",0.0,0.5,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0.0,0.0,Negative
"RT @maria_drutska: Sweden will provide Ukraine with a new package of 286 million dollars military aid, it will include, in particular, air…",0.067676768,0.295959596,Negative
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",-0.7375,1.0,Positive
RT @ClausPe3: Der nächste Hammer jetzt gerade aus dem ZDF 😅 71 % der Deutschen würden die hohen Energiekosten wegen der Ukraine tragen woll…,0.0,0.0,Negative
RT @ComicDaveSmith: I think Ukraine made a major strategic blunder by trying to immediately paint the strikes in Poland as an intentional s…,0.0625,0.5,Negative
İstanbul'da ortalama konut fiyatları 3 milyon TL'yi aştı.! #ihtilal #BizimCocuklar #Iran #NASA #Crypto #Ukraine… https://t.co/W63RhmnoMl,0.0,0.0,Negative
"RT @UAWeapons: #Ukraine: A rare Russian BMP-1AM ""Basurmanin"" modernized IFV was captured by the Ukrainian army in #Kherson Oblast. https://…",0.15,0.45,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @VviewSsonicMair: Going to be interesting to watch NATO try to tame the monster they created in Ukraine. What a mess.,0.036111111,0.297222222,Negative
"Telling comment by Andrew Boyd, head of CIA's Center for Cyber Intelligence: While discussing increasing role of cy… https://t.co/QWuSX1K3SV",-0.1,0.1,Positive
"RT @Aurel_Grains: Global Grain Geneva : Interview with Markyian Dmytrasevych, deputy Minister of Agrarian Police and Food, Ukraine. Talking…",0.0,0.0,Negative
"RT @kajakallas: My reply to @washingtonpost on incident in #Poland:

It shows the seriousness of Russian aggression and that its consequenc…",0.0,0.0,Negative
"RT @NOELreports: Air defense systems provided by the US and allied countries help Ukraine protect the civilian population, and the American…",0.0,0.0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
"RT @DefenceU: This is everyday life in Ukraine... and we are getting used to it. 
📷Dmytro Komarov https://t.co/x9ylGpXVFo",-0.2,0.6,Positive
"RT @55Bellechasse: Suite a la faillite de #FTX (coïncidence …) La Maison Blanche demande 37,7 milliards de dollars de nouveaux financements…",0.0,0.0,Negative
"Top US general says US will support Ukraine's defence 'for as long as it takes'

Via The Independent : Wed, 16 Nov… https://t.co/ZQXoREbBv4",0.125,0.38125,Negative
"RT @macergifford: My Ukrainian Commander is on twitter! 🇺🇦 
Hes an absolute legend. Together we've been shot at, blown up, had death rides…",0.2,0.9,Negative
"RT @Bubblebathgirl: Zelensky just got caught lying about the missile that killed innocent citizens in Poland.

It didn’t come from Russia l…",0.15,0.35,Negative
"RT @TheLastRefuge2: FYI, while the mainstream media proclaimed Russia fired rockets into Poland, this account accurately identified the mis…",0.4,0.633333333,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",-0.7375,1.0,Positive
"RT @UAWeapons: #Ukraine: A Russian 2A65 Msta-B 152mm towed howitzer, which had been previously damaged by a counter-battery fire, was captu…",-0.083333333,0.083333333,Positive
RT @AFP: #BREAKING Top US general says low probability Ukraine can push Russia entirely out of territory https://t.co/imy8Q6STQG,0.1375,0.48125,Negative
RT @sentdefender: The German Government has stated after discussions within NATO that the Alliance will not “Close the Skies” over Ukraine…,0.0,0.0,Negative
"@Bundeskanzler @EmmanuelMacron @JustinTrudeau Arm Ukraine, then!",0.0,0.0,Negative
RT @AldoSterone111: Ca fait des heures que les USA et la Pologne disent que le tir du missile vient du camp ukrainien. Mais l'Ukraine conti…,0.0,0.0,Negative
"RT @BackAndAlive: Майже 60 мільйонів гривень🔥 

За добу ми з вами і @igorlachenkov зібрали на «Black box» загалом 59 942 270 грн. 
 
Але на…",0.0,0.0,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @Flash_news_ua: The Chairman of the Joint Chiefs of Staff, General Mark Milley, said that Russia had failed ""every single"" goal in its w…",-0.173809524,0.338095238,Positive
RT @JackPosobiec: Ukraine asked for a full-scale NATO intervention yesterday,0.0,0.0,Negative
"RT @Vastuullisuus: G20 summit deplores war in Ukraine 'in strongest terms'
https://t.co/U33y4YwHnp
#G20 #FinalDay #Emergency #Meeting #Pola…",0.0,0.0,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
RT @MriyaReport: Please do not forget the price #Ukraine is paying on a daily basis for OUR freedom. https://t.co/HSwD8la2oS,0.0,0.0,Negative
RT @blackintheempir: Ukraine is not a NATO member and they bombed Poland,0.0,0.0,Negative
"@vytenis38 @saintjavelin Poland invading Ukraine? 😂
https://t.co/5lVi6olLQJ",0.0,0.0,Negative
"RT @NEWSMAX: President Joe Biden requests $9.25 billion for COVID, $37.7 billion for Ukraine from Congress. https://t.co/kso27Y5u5x https:/…",0.0,0.0,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
@Richard47780978 @agent00742069 @stillgray Russia is targeting EVERY city in Ukraine.,0.0,0.0,Negative
"RT @thesiriusreport: Clown show continues. West continues to press self-destruct button.

Having immediately blamed Russia for missile stri…",0.0,0.0,Negative
RT @MriyaReport: Please do not forget the price #Ukraine is paying on a daily basis for OUR freedom. https://t.co/HSwD8la2oS,0.0,0.0,Negative
"RT @UkraineNewsLive: ⚡🇺🇦💪The remains of the #Russian low-altitude radar ""Podlet K1"" in Chernobaevka

Judging by the hole under the bottom,…",0.0,0.0,Negative
@ggreenwald We need to work out the legalities to award Russia's $300B in Western banks to Ukraine as damages.,0.0,0.0,Negative
@EssexPR Adam. You have no idea what you are talking about. Canadian expat who lived in Ukraine for over 20 years.… https://t.co/gpDCEdovKg,0.0,0.0,Negative
"RT @Maks_NAFO_FELLA: White House Statement :

 — The US trusts the Polish investigation into the explosion, which established that the inci…",0.0,0.0,Negative
"RT @macergifford: If you want to follow my Commander for unique insights into the battle for the South of Ukraine, please do so!
If I get h…",0.46875,1.0,Negative
"RT @SwedishPM: Sweden is significantly increasing our support to Ukraine’s freedom, sovereignty and territorial integrity. Today we announc…",0.375,0.875,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
RT @MriyaReport: Please do not forget the price #Ukraine is paying on a daily basis for OUR freedom. https://t.co/HSwD8la2oS,0.0,0.0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
,,,
RT @aymarre_jean: @EmmanuelMacron Si vous aviez fait respecter les accords de Minsk qui honoraient le droit international pour une Ukraine…,0.0,0.0,Negative
"@skiilsy1 @rivier_michel @L_ThinkTank L'oncle Sam qui récupère l'énergie, c'est une balle que Putin se tire dans le… https://t.co/BtPZjQRlIb",0.0,0.0,Negative
"@MattWalshBlog Ukraine has captured Russian missiles, they could have fired one into Poland to get NATO involved. I… https://t.co/oi6Xi2aiMm",0.0,0.0,Negative
@baronitaigas @JackPosobiec I feel bad for the people of Ukraine.  What's happening to them is terrible but it's be… https://t.co/pTr3B0pEBq,-0.85,0.833333333,Positive
RT @ukr_arthistory: Just look at these incredibly beautiful traditional Ukrainian clothes and necklaces. In 1910 Ukraine was still colonize…,0.425,0.875,Negative
"Poland, NATO say missile landing wasn’t Russian attack https://t.co/GMrVFHOQ7K via @starsandstripes",0.0,0.0,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @itsEritrea: Ukraine attacked Poland but It's not Ukraine's fault! 

This is the world we live in. 🤦🏾‍♂️ https://t.co/09fIqrjx1e",0.136363636,0.5,Negative
@Dawsvader @Dominiquetaegon @Scary_Claire4 Did Ukraine/Russia make FTX trade LUNA which went to 0?,0.0,0.0,Negative
"Russia-Ukraine War l How Putin’s Long-Range Artillery System BM-30 Smerch Stacks Up Against HIMARS
#NATO #Poland… https://t.co/fl9IuSArkV",0.0,0.0,Negative
You don't have to trust him. But you have to want him to beat Russia in Ukraine. https://t.co/x35TPYpCMT,0.0,0.0,Negative
"RT @nytimes: Breaking News: A blast that killed two people in Poland was most likely an accident caused by a Ukrainian defense missile, NAT…",0.1,0.5,Negative
RT @Flash_news_ua: ⚡️The State Security Service of Ukraine discovered lists of FSB (Russian Intelligence) agents who cooperated with the en…,0.0,0.0,Negative
RT @Astartiel: @LuxFella @Lev_Melnyk @Justonthejazz Exactly. We all know we're not alone in this battle against Russia. NAFO may not all be…,0.25,0.25,Negative
"RT @Flash_news_ua: ⚡️The ""Ukrainian team"" handed over a Nissan X-Trail SUV and 10 quadcopters to the 72nd brigade of the Armed Forces of Uk…",0.0,0.0,Negative
@DonaldJTrumpJr Isn't NATO now supposed to retaliate against Ukraine for Poland?...  😀,0.0,0.0,Negative
"RT @UAWeapons: #Ukraine: Another Russian Lancet loitering munition hit a Ukrainian 5N63S engagement radar of the S-300PS SAM system.

But t…",0.0,0.0,Negative
"RT @Tendar: Every Russian family who got the death notice of a spouse, brother, father, son whatever got it only because Putin wanted to di…",0.0,0.5,Negative
@Iran_Ukraine_ کاری نکردم🌻🌻,0.0,0.0,Negative
"RT @TpyxaNews: “Germany does not care whose rocket fell in Poland, in any case Russia is to blame, because it attacked Ukraine” — Olaf Scho…",0.0,0.0,Negative
"RT @IlseVonSch: @Maks_NAFO_FELLA Milley is not a reliable source. His prediction of Kyiv falling  in 3 days aged like milk. 🤡

Pentagon is…",-0.1,0.4,Positive
"AsYouKnow: The Ukraine is a country with several nuclear power plants, including the largest one in Europe. It is a… https://t.co/ezURkcCYjm",0.0,0.0,Negative
"RT @MelnykAndrij: Noch nie war es in Kyjiw so stockdunkel. Die Lage gruselig: kein Strom, kein Wasser, kein Mobilnetz. Der schlimmste Raket…",0.0,0.0,Negative
"RT @DSoguel: Even when combat ends in Ukraine’s fields and towns, danger still lurks in the form of mines and unexploded ordnance. Ukrainia…",0.0,0.0,Negative
RT @ukr_arthistory: Just look at these incredibly beautiful traditional Ukrainian clothes and necklaces. In 1910 Ukraine was still colonize…,0.425,0.875,Negative
RT @meduza_en: Zelensky refutes the Western consensus that the missile which struck Poland near the Ukrainian border was launched by Ukrain…,0.05,0.2,Negative
RT @ajamubaraka: After a whole day of some of the most irresponsible reporting yet by the propagandists posing as journalists in the capita…,0.35,0.45,Negative
RT @siadevinci: Magari ya Ukraine iliyopokea kama msaada toka Japan sasa yanatumiwa na wanajesh wa Urusi. https://t.co/r0lyf5Cvtn,0.0,0.0,Negative
"@Jim_Jordan Jim, stop funding the Proxy War in Ukraine, Please!!",0.0,0.0,Negative
"@GBNEWS @Nigel_Farage @Nigel_Farage, have you looked at the FTX scandal, money was being donated from them to Ukraine!",0.0,0.0,Negative
"RT @f_philippot: Après cette attaque ukrainienne contre la #Pologne, normalement, vu les Traités UE et OTAN, on devrait attaquer l’Ukraine…",0.0,0.0,Negative
RT @ThierryMARIANI: Propos pleins de sagesse de l’ancien Chef d’Etat Major de nos armées :« l’enjeu aujourd’hui c’est d’arrêter l’escalade……,0.0625,0.5,Negative
"RT @AndriyYermak: Crimea is Ukraine🇺🇦. It was, is and will be. Proved by the General Assembly 🇺🇳 https://t.co/It45IuoCrc",0.05,0.5,Negative
"RT @bassanets: ""If you think we'll stop at Ukraine, think twice..."" https://t.co/FIXkG5wi72",0.0,0.0,Negative
"RT @TheAtlantic: ""The real cause of [yesterday's missile] explosion and the deaths of two people is the Russian invasion of Ukraine, an inv…",0.1,0.15,Negative
"@blackintheempir There is a difference in leaders! Pupin will be known for his war crimes and failures, the man who… https://t.co/BfxOXOcEWh",0.0,0.0,Negative
@julie_kelly2 He’s a lying corrupt manipulator - just like Pelosi- what was he doing in Ukraine with her? Bipartisan money laundering ?,-0.5,1.0,Positive
#Russia #Ukraine https://t.co/w9GCDOliZz,0.0,0.0,Negative
"@Lasurak @StephanieWhint5 @bennyjohnson Russia didn't ""accidentally"" invade Ukraine...",0.0,0.0,Negative
"RT @TulsiGabbard: Biden Admin is giving blank check to military industrial complex &amp; corrupt bureaucrats in Ukraine, while pushing for 87k…",-0.225,0.375,Positive
"RT @TonyOwana: WILL NATO HIT UKRAINE OVER POLAND ATTACK?
Recent BBC stories were priming NATO to invoke Art 5 to smash whoever attacked a N…",0.0,0.25,Negative
"@indiana_imo It was a Ukraine anti air defence missile,",0.0,0.0,Negative
"RT @Pontifex: Let us pray that the Lord might convert the hearts of those who are still directed toward war, and make the desire for peace…",0.0,0.0,Negative
"RT @M_Star_Online: Groups call for extension of Ukraine-style visa scheme for other refugees

https://t.co/85fNNQE3Lx",-0.125,0.375,Positive
RT @Angry_Staffer: This is why we wait for the facts. An errant air defense munition and/or fragmentation from a successful interception ma…,0.75,0.95,Negative
RT @KimDotcom: I have taken a lot of heat for calling out the US proxy war in Ukraine and for educating you about the real reasons for this…,0.2,0.3,Negative
"RT @ShowGestern: Als sich herausstellte, dass die in #Polen eingeschlagenen Raketen aus der #Ukraine stammen, standen #StrackZimmermann, #R…",0.0,0.0,Negative
@GeorgeTakei Are you laundering money in Ukraine too.,0.0,0.0,Negative
"@foolofatook1000 @MarcoPiuggi @RBReich And then threatened to shut it off, until there was pressure put on him to c… https://t.co/8sIcQvzNtg",0.0,0.0,Negative
